LATDD,LONDD
25.09028007238733,121.42640993583615
25.07469481901358,121.40025896228167
24.96014621328064,121.52357042363913
24.92332406510995,121.53959706424465
24.942047410840004,121.60425986787676
25.084867709674686,121.68012549203114
25.053817016791957,121.5318095644091
24.98111153850322,121.61784233880047
24.97014215128884,121.64984777214718
24.80026092616073,121.45256078619352
24.838581159618567,121.5822078961855
24.865421231772068,121.58296526223499
24.960655235983044,121.40039914599485
25.01528534073604,121.41303274328666
25.024303813082472,121.42189638892266
24.98172972533989,121.6119179551389
25.08373326150234,121.62750563350787
24.847759310118004,121.52798191089863
24.813421913584985,121.54319158920946
24.977949801858053,121.61918573267896
24.874034565197206,121.58459858362549
24.9974372135516,121.64567093587593
24.971048484145953,121.67739723217917
25.06380381563768,121.5443306810732
24.82399588761077,121.60955863721269
24.878209136743745,121.5856891483168
24.846767581259165,121.41917409147163
24.983855020472078,121.48159948081475
24.825545480200663,121.52669499913615
24.85402306635061,121.4775923275676
24.121720951745754,120.50941305861083
24.082825292776946,120.67199042691496
24.18974947182048,120.58881309162469
24.26487523148143,120.74010061475036
24.22120057094536,120.71176408641763
24.10603195180716,120.74337985567314
24.25060616128081,120.54311374779962
24.262527861524934,120.62490051987636
24.033810355969955,120.62713327093905
24.065106440033542,120.63867304614064
24.054891462957134,120.69201264973437
24.053357471767704,120.68359242136518
24.269695879513616,120.66856840453612
24.18963859532958,120.7149626297649
24.25787849980732,120.68408124063586
24.29421132445961,120.67530728256475
24.033696463813715,120.66227308173654
24.069024525203112,120.57140086860791
24.163386762881018,120.60198962362081
24.18029706773447,120.79218952941565
24.09923912909849,120.57549033468771
24.0743442831722,120.79904855173658
24.12625945058248,120.57024704387966
24.26360192517256,120.71671554746916
24.120526211212447,120.74699590030227
24.18218303312428,120.66976756789143
24.080651386583902,120.72505117509363
24.24675237071415,120.58699341319002
24.288768016316368,120.56994252693258
24.049379924742578,120.75463773683363
22.546763483036013,120.44009342046054
22.53982420307768,120.50516674657113
22.742296472605492,120.57078281833024
22.645212924728007,120.40502246643838
22.62651101720412,120.3086787075476
22.636141286931828,120.55768249137877
22.513985358212043,120.4335435314979
22.515952331942128,120.34349474924636
22.516549813205845,120.30253017938041
22.7110226356775,120.32739898828873
22.722507509805265,120.3270207634537
22.513900571735647,120.43322480761037
22.53971723623323,120.39039409374342
22.52327605494775,120.3064475195024
22.79490239846362,120.45660459926702
22.6809902565024,120.44551598717753
22.67633979869753,120.30236041740889
22.562955073721575,120.31001415663823
22.553558053572797,120.50624474350604
22.53401823153101,120.509010582872
22.55021675175345,120.32446042680374
22.57505136790672,120.56100994941932
22.66751572459727,120.49544102105844
22.648852512788935,120.54088811110768
22.610526894302907,120.4742735981374
22.51058095074266,120.40911426034273
22.788984108008314,120.52203470106063
22.65133929649223,120.41918248927503
22.523975628130636,120.32738143245484
22.674749242163607,120.48237276108702
