LATDD,LONDD
24.290802142482708,120.7821285353434
24.285044965442435,120.78991970323519
24.215605808511942,120.76086186626617
24.14011492365935,120.63991600727499
24.273354249675982,120.77980352942103
24.15429871148997,120.73458942717444
24.139099142420214,120.66052002641766
24.24706508827456,120.72459349336721
24.12074426871765,120.66044515810924
24.179057789873283,120.62545310807106
24.204841691054977,120.63653310973409
24.135486933118,120.68613864007988
24.107808192631218,120.6091979675789
24.28242561011034,120.73244460893635
24.170961814113312,120.7451699703741
24.169442949561567,120.71327869227115
24.12224737245102,120.70935135666473
24.193032925027946,120.79354419090629
24.226567850786967,120.74523732517366
24.19781821345455,120.78176146378847
24.16851818432148,120.65200921603233
24.159025034124305,120.64641857142578
24.23730323972607,120.71113359593754
24.18883562367967,120.62240421432097
24.285074188928007,120.64360203030891
24.139663924063527,120.64869346618603
24.19474768780974,120.68805709307821
24.12760035759397,120.63024480212636
24.200565039658155,120.75648225226942
24.282924524372916,120.6237807453572
