LATDD,LONDD
22.651576974056308,120.46314449448421
22.67881134091381,120.4685728335029
22.746307480739677,120.49589857510738
22.72221422322268,120.37987972392426
22.735560577571917,120.38041344835274
22.67425066321848,120.49045881282458
22.757950713200813,120.46026249540832
22.63763189807527,120.46754681447084
22.709406127768176,120.32613771930541
22.66466850320366,120.49380086574948
22.613911763856446,120.45368503682435
22.66072171949662,120.48419406840569
22.64884092667874,120.43761644155195
22.73744548660937,120.45924114388949
22.692019275085194,120.44085642146437
22.78692937724646,120.43265587004066
22.798749904433336,120.3615008690261
22.603715181296828,120.4898532091478
22.607357402123203,120.39919238524688
22.761272056257553,120.4175810223232
22.725666123943228,120.44903313879621
22.746496377304844,120.36388195729025
22.783554727372934,120.43159397187232
22.700496793564692,120.46828513254104
22.689677506912666,120.3307561678291
22.64682200986352,120.39867782186454
22.661037754066687,120.46073524502627
22.646059609952406,120.38527071340543
22.68519299553303,120.42503587651527
22.61476794831126,120.30648228973898
